activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
12-A230,12-C039,Construction,SEC:BET:S16_S17:EB,SEC:BET:S16_S17:EB,1,2027-01-04,,1
12-A231,12-C039,Construction,SEC:ALP:S02_S03:WB,SEC:ALP:S02_S03:WB,2,2027-01-18,,2
12-A232,12-C039,Construction,SEC:BET:H01_H02:EB,SEC:BET:H02_S15:EB,3,2027-02-01,,3
12-A233,12-C039,Construction,SEC:ALP:S06_S07:WB,SEC:ALP:S06_S07:WB,1,2027-02-15,12-A229,1
12-A234,12-C039,Construction,SEC:BET:S12_S13:EB,SEC:BET:S12_S13:EB,2,2027-01-04,12-A230,2
12-A235,12-C040,Construction,SEC:BET:S15_S16:WB,SEC:BET:S16_S17:WB,1,2027-02-22,,1
12-A236,12-C040,Construction,SEC:ALP:S01_S02:EB,SEC:ALP:S01_S02:EB,2,2027-01-11,,2
12-A237,12-C040,Construction,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,3,2027-01-25,,3
12-A238,12-C040,Construction,SEC:ALP:S05_S06:EB,SEC:ALP:S06_S07:EB,1,2027-02-08,,1
12-A239,12-C040,Construction,SEC:BET:S11_S12:WB,SEC:BET:S11_S12:WB,2,2027-02-22,12-A235,2
12-A240,12-C040,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:S04_H01:EB,3,2027-01-11,12-A236,3
